place_id,route_id,tier,segment,name,address,phone,subcategory,keyword
2063717719,Route 2 (서초구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),국밥 참 맛있는 집 양재포이점국밥,서울 서초구 마방로10길 18-24 1층,0507-1318-2044,국밥,서초구 국밥 배달 맛집
1300181506,Route 2 (서초구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),진주청국장한식,서울 서초구 반포대로21길 27 화원아파트상가 109호 진주청국장,0507-1366-6919,김치찌개,서초구 김치찌개 배달 맛집
1059174615,Route 2 (서초구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),스시한손 서초본점,서울 서초구 반포대로27길 13 107호,0507-1309-4960,초밥,서초구 초밥 배달 맛집
18364999,Route 2 (서초구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),나나마구로,서울 서초구 반포대로28길 65-4 서원빌딩 1층 나나 마구로,0507-1391-5674,초밥,서초구 초밥 배달 맛집
1764301907,Route 2 (서초구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),부대찌개대사관 교대점,서울 서초구 반포대로28길 94 1층 103호 부대찌개대사관,02-588-1910,찌개,서초구 찌개 배달 맛집
1958551372,Route 2 (서초구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),방배본가면옥한식,서울 서초구 방배로 41,02-587-5799,국밥,서초구 국밥 배달 맛집
1370480264,Route 3 (송파구 밀집),Tier 1 (High),1. 일식 (선술집),도아심야식당,서울 송파구 가락로 150 1층 101호,0507-1374-9459,이자카야,송파구 이자카야 배달 맛집
38781685,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"진짜배기명태촌 문정점해물,생선요리",서울 송파구 문정로 23,02-401-1550,동태탕,송파구 동태탕 배달 맛집
35915964,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),오징어집생선회,서울 송파구 백제고분로 280 1층,0507-1427-5357,동태탕,송파구 동태탕 배달 맛집
20083693,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),김영희동태찜&코다리냉면 잠실본점,서울 송파구 삼전로 87 김영희동태찜&코다리냉면 잠실본점,02-422-5008,동태탕,송파구 동태탕 배달 맛집
1287739988,Route 3 (송파구 밀집),Tier 1 (High),3. 일식 (우동・소바),아끼야 본점돈가스,서울 송파구 송이로20길 4 1층 아끼야,0507-1306-3453,소바,송파구 소바 배달 맛집
2053532982,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),바다어장 송파점,"서울 송파구 송파대로 201 B동 1층 101, 102, 103호",0507-1485-6114,동태탕,송파구 동태탕 배달 맛집
35057936,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),만당 쭈꾸미 김치찌개,서울 송파구 양재대로62길 48 1층,0507-1372-0821,김치찌개,송파구 김치찌개 배달 맛집
1714002978,Route 3 (송파구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),착한명태,"서울 송파구 양재대로71길 28 ( 방이동, 대원빌딩) 1층",02-412-1656,동태탕,송파구 동태탕 배달 맛집
1161388914,Route 3 (송파구 밀집),Tier 1 (High),1. 일식 (선술집),나나미 이자카야 잠실방이점,서울 송파구 오금로11길 14 202호,0507-1497-1592,이자카야,송파구 이자카야 배달 맛집
1096961409,Route 3 (송파구 밀집),Tier 1 (High),3. 일식 (우동・소바),철판오사카야 방이점,서울 송파구 오금로15길 13 2층 201호,0507-1387-9548,소바,송파구 소바 배달 맛집
1828700834,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),스시호,서울 송파구 가락로 98 1층,0507-1377-6332,소바,송파구 소바 배달 맛집
1400584205,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),선남sea일식당,서울 송파구 도곡로 446 1층,0507-1357-8195,초밥,송파구 초밥 배달 맛집
2035544995,Route 3 (송파구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),고기반햄반김치찌개&김치찜 송파점한식,서울 송파구 동남로4길 27 102호,0507-1405-1687,김치찌개,송파구 김치찌개 배달 맛집
20644275,Route 3 (송파구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),돈푸짐감자탕한식,서울 송파구 백제고분로 169,0507-1392-2035,김치찌개,송파구 김치찌개 배달 맛집
2035117032,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),아키라 스시,서울 송파구 백제고분로 258 1층 106호,0507-1423-2163,초밥,송파구 초밥 배달 맛집
1066163540,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),마초야 송파점,서울 송파구 백제고분로40길 24 1층,0507-1352-1403,돈카츠,송파구 돈카츠 배달 맛집
1520825852,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),시스스시 송리단길점,서울 송파구 백제고분로43길 8 1층 2호,0507-1346-7274,초밥,송파구 초밥 배달 맛집
1420700131,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),헤세드 송리단길점,서울 송파구 백제고분로45길 9 1층,0507-1389-5915,돈카츠,송파구 돈카츠 배달 맛집
1816711702,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),남해물고기 잠실새내점,서울 송파구 백제고분로7길 27 2층,0507-1445-5569,초밥,송파구 초밥 배달 맛집
1218935582,Route 3 (송파구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),끼니공방 문정본점,서울 송파구 법원로 114 E동 지하1층 B104호 끼니공방 문정점,0507-1399-7208,돈카츠,송파구 돈카츠 배달 맛집
1305301531,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),둥지동태탕 고덕강일점한식,서울 강동구 가래여울길 10 2층 201호,02-481-2000,동태탕,강동구 동태탕 배달 맛집
18658300,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),송림 동태찜.탕,서울 강동구 강동대로55길 26 1층,02-472-7347,동태탕,강동구 동태탕 배달 맛집
2037394757,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"경회루인생순대순대,순댓국",서울 강동구 구천면로 229-1 지1층,0507-1338-6410,국밥,강동구 국밥 배달 맛집
1335972205,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),해물을 찜한날한식,서울 강동구 구천면로 316 1층,02-441-0905,동태탕,강동구 동태탕 배달 맛집
1317491467,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),마시동 강동점한식,서울 강동구 명일로 238,02-483-3041,동태탕,강동구 동태탕 배달 맛집
31353106,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),바다양푼이동태탕 강동상일점,서울 강동구 상일로5길 3,02-426-7959,동태탕,강동구 동태탕 배달 맛집
31186331,Route 4 (강동구 밀집),Tier 1 (High),3. 일식 (우동・소바),서울진우동덮밥,서울 강동구 성내로 11 107호 서울진우동덮밥,0507-1353-3215,덮밥,강동구 덮밥 배달 맛집
19535265,Route 4 (강동구 밀집),Tier 1 (High),1. 일식 (선술집),일층이자카야,서울 강동구 양재대로89가길 14,070-8840-2667,이자카야,강동구 이자카야 배달 맛집
1755277775,Route 4 (강동구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),보승회관 천호역점,서울 강동구 올림픽로 654 1층 1호,02-6428-2539,국밥,강동구 국밥 배달 맛집
33875852,Route 4 (강동구 밀집),Tier 1 (High),1. 일식 (선술집),아키노유키 천호점이자카야,서울 강동구 올림픽로70길 50-7,0507-1307-6923,이자카야,강동구 이자카야 배달 맛집
1180483115,Route 4 (강동구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),푼푼왕돈까스,서울 강동구 고덕로 399 메가스퀘어동 1층 147호,0507-1366-9432,돈카츠,강동구 돈카츠 배달 맛집
1030764516,Route 4 (강동구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),고덕숲 정원,서울 강동구 고덕로83길 36 1층,02-427-6286,국밥,강동구 국밥 배달 맛집
2071568812,Route 4 (강동구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),으뜸스시 고덕역점,"서울 강동구 동남로73길 9 1층 102호 (명일동, 동신빌딩)",0507-1493-6062,초밥,강동구 초밥 배달 맛집
1295416798,Route 4 (강동구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),세민수산 고덕점,서울 강동구 상일로 125 1층 101호,0507-1366-3995,초밥,강동구 초밥 배달 맛집
1241955182,Route 4 (강동구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),리애 프리미엄 올림픽공원직영점,서울 강동구 성내로18길 46 1층 1-1호,0507-1314-9588,돈카츠,강동구 돈카츠 배달 맛집
2075343641,Route 4 (강동구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),명인대동양평해장국 강동점,"서울 강동구 성안로 172 102동 101,102,103호",02-473-3338,국밥,강동구 국밥 배달 맛집
1717789041,Route 4 (강동구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),"백채김치찌개 강일점찌개,전골",서울 강동구 아리수로93길 27 1층 107호 백채김치찌개,02-429-6730,김치찌개,강동구 김치찌개 배달 맛집
1047566941,Route 4 (강동구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),길동골목냉면,서울 강동구 양재대로114길 25 1층 길동골목냉면,0507-1361-4181,국밥,강동구 국밥 배달 맛집
1817131172,Route 4 (강동구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),풍년솥뚜껑,서울 강동구 올림픽로 763 2층 201-3호,0507-1430-5790,김치찌개,강동구 김치찌개 배달 맛집
2088248171,Route 4 (강동구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),으뜸스시 천호점,서울 강동구 올림픽로78길 60 이스턴스퀘어동 1-103호,0507-1361-3303,라멘,강동구 라멘 배달 맛집
1194099490,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),이자카야우연,서울 강서구 강서로18다길 40 1층,0507-1444-3126,이자카야,강서구 이자카야 배달 맛집
1518765993,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),오늘꼬치 먹을꼬치,서울 강서구 강서로45나길 50 1층 103호 오늘꼬치 먹을꼬치,0507-1413-0071,이자카야,강서구 이자카야 배달 맛집
1385525868,Route 5 (강서구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),등촌식당,서울 강서구 등촌로51길 4 1층 등촌식당,0507-1318-8243,동태탕,강서구 동태탕 배달 맛집
1318354946,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),쇼쿠,"서울 강서구 마곡중앙6로 11 보타닉파크타워3 1층 105, 106호",,이자카야,강서구 이자카야 배달 맛집
1339273036,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),호호방,서울 강서구 마곡중앙로 161-1 마곡나루 캐슬파크 1층 115호,0507-1349-4439,이자카야,강서구 이자카야 배달 맛집
1141250899,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),로바타소노 마곡나루직영점,"서울 강서구 마곡중앙로 161-1 제2층 207, 208호",0507-1476-6624,이자카야,강서구 이자카야 배달 맛집
1064847686,Route 5 (강서구 밀집),Tier 1 (High),1. 일식 (선술집),아키,서울 강서구 방화동로 18-7 1층 아키,,이자카야,강서구 이자카야 배달 맛집
36462431,Route 5 (강서구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"바다양푼이동태탕 강서방화점매운탕,해물탕",서울 강서구 양천로 96 1층,02-2665-4286,동태탕,강서구 동태탕 배달 맛집
2073553959,Route 5 (강서구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),양은이네 방화동점,서울 강서구 양천로14길 7 1층,0507-1332-3690,동태탕,강서구 동태탕 배달 맛집
713814942,Route 5 (강서구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),명태명가 신방화,서울 강서구 초원로 72 1층,0507-1355-5050,동태탕,강서구 동태탕 배달 맛집
2023539595,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),영천얼큰돼지국밥 화곡직영점국밥,서울 강서구 강서로 183 B동 1층,02-2607-7771,국밥,강서구 국밥 배달 맛집
1695937691,Route 5 (강서구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),최덕화돈까스,"서울 강서구 강서로 231 1층 139, 144호",0507-1496-0058,돈카츠,강서구 돈카츠 배달 맛집
2034024563,Route 5 (강서구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),멘쇼카츠,서울 강서구 강서로 378 1층 105호,0507-1474-2804,돈카츠,강서구 돈카츠 배달 맛집
1025456619,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),"장독대김치찌개 마곡발산역점찌개,전골",서울 강서구 강서로 385 우성에스비타워 1층 117호,02-2668-7940,찌개,강서구 찌개 배달 맛집
1514971383,Route 5 (강서구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),고쉐프의 신선한 초밥 in마곡,서울 강서구 강서로 433 오드카운티 2차 101호 (1차 및 옆건물 주차불가),0507-1427-3736,소바,강서구 소바 배달 맛집
1137846277,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),까치산 김치찌개전문점,서울 강서구 강서로15길 40 1층 101호,0507-1327-3953,김치찌개,강서구 김치찌개 배달 맛집
1747883463,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),김당 발산본점,"서울 강서구 강서로54길 11 1~2층(등촌동,3동)",0507-1442-6365,국밥,강서구 국밥 배달 맛집
1084996829,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),장수촌 풍천장어한식,서울 강서구 강서로54길 27 2층,0507-1489-8976,김치찌개,강서구 김치찌개 배달 맛집
1504474078,Route 5 (강서구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),서울 오마카세 우미마토 마곡본점,서울 강서구 공항대로 219 센테니아 114호,0507-1367-5832,초밥,강서구 초밥 배달 맛집
1702970872,Route 5 (강서구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),송탄진대광부대찌개,서울 강서구 공항대로 227 1층 115호,507-1406-5710,찌개,강서구 찌개 배달 맛집
2051069381,Route 6 (종로구 밀집),Tier 1 (High),3. 일식 (우동・소바),죠죠 대학로점,서울 종로구 대명1길 16-11 1층,0507-1403-8684,소바,대학로 소바
1556811494,Route 6 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),혜화역 4번출구포차요리주점,"서울 종로구 대명길 18 2, 3층",0507-1307-3981,이자카야,대학로 이자카야
1228101335,Route 6 (종로구 밀집),Tier 1 (High),3. 일식 (우동・소바),칸다소바일본식라면,서울 종로구 대학로 131-1,0507-1364-1662,라멘,대학로 라멘
1416540834,Route 6 (종로구 밀집),Tier 1 (High),3. 일식 (우동・소바),종로 희희,서울 종로구 대학로 42-7 1층,0507-1335-7800,소바,종로구 소바 배달 맛집
20724809,Route 6 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),달빛마루,서울 종로구 대학로11길 24-1,0507-1418-6787,이자카야,대학로 이자카야
1669386778,Route 6 (종로구 밀집),Tier 1 (High),3. 일식 (우동・소바),소바의온도 본점일식당,서울 종로구 대학로12길 43 1층 소바의온도,0507-1393-2062,소바,대학로 소바
1489040367,Route 6 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),신초이,서울 종로구 대학로14길 10 1층,0507-1480-2414,이자카야,대학로 이자카야
2006976053,Route 6 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),종로삼겹살,서울 종로구 돈화문로 63 1층 102호,0507-1300-7232,동태탕,종로 동태탕
38501020,Route 6 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"진주육회 본점육류,고기요리",서울 종로구 동호로 403-22,02-2263-0366,국밥,종로구 국밥 배달 맛집
11678680,Route 6 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),된장예술과술한식,서울 종로구 삼일대로15길 20,02-733-4516,동태탕,종로 동태탕
13578493,Route 6 (종로구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),"마당너른집백숙,삼계탕",서울 종로구 낙산길 3-4,02-3675-3838,찜닭,대학로 찜닭
1030718470,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),메종 아카이 혜화본점,서울 종로구 대명길 34 2층,0507-1301-0394,돈카츠,종로구 돈카츠 배달 맛집
20871711,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),야스미,서울 종로구 대명길 39-10,0507-1435-2550,초밥,종로구 초밥 배달 맛집
36237207,Route 6 (종로구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),조선식당한식,서울 종로구 대학로 128,02-763-3323,김치찌개,종로구 김치찌개 배달 맛집
2070284578,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),카츠헤세드 혜화 대학로점,서울 종로구 대학로 146 1층 102호 카츠헤세드 혜화 대학로점,0507-1363-5916,돈카츠,종로구 돈카츠 배달 맛집
1219285981,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),연하동 대학로점,서울 종로구 대학로11길 43 1층,070-8835-3333,초밥,대학로 초밥
1288498213,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),대학로고래일식당,서울 종로구 대학로11길 46 1층,070-4151-3333,돈카츠,대학로 돈카츠
37126807,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),정돈 대학로본점돈가스,서울 종로구 대학로9길 12 지층,0507-1408-0924,돈카츠,종로구 돈카츠 배달 맛집
1201961994,Route 6 (종로구 밀집),Tier 2 (Medium),2. 일식 (정식・초밥),"무제스시초밥,롤",서울 종로구 대학로9길 22-5 1층,,초밥,대학로 초밥
1364410611,Route 6 (종로구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),청년밥상문간 슬로우점한식,서울 종로구 동숭3길 33 지하1층,0507-1369-6031,김치찌개,대학로 김치찌개
2041970151,Route 7 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),양은이네 종로3가역점한식,서울 종로구 수표로 118 1층,0507-1490-7962,동태탕,종로 동태탕
1886374319,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),라우드 플레이리스트이자카야,서울 종로구 수표로20길 17,,이자카야,종로 이자카야
1208858427,Route 7 (종로구 밀집),Tier 1 (High),3. 일식 (우동・소바),오레노 야끼 종로점,서울 종로구 우정국로 45-27 1층,0507-1449-0575,소바,종로 소바
1093264260,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),갓포우오 종각점,서울 종로구 우정국로2길 21 2층,,이자카야,종로 이자카야
35112214,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),술에꼬치다 구뻐,서울 종로구 우정국로2길 34 2층,0507-1472-8113,이자카야,종로구 이자카야 배달 맛집
1139321945,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),잔잔 종각점,서울 종로구 우정국로2길 42 1층 잔잔 종각점,,이자카야,종로 이자카야
677534102,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),술패도니,서울 종로구 종로10길 13 2층,0507-1383-6599,이자카야,종로 이자카야
1193914144,Route 7 (종로구 밀집),Tier 1 (High),1. 일식 (선술집),이자카야나무 종각점,"서울 종로구 종로10길 16 2, 3층",02-722-6787,이자카야,종로구 이자카야 배달 맛집
1928422606,Route 7 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"배부장찌개 종로5가점찌개,전골",서울 종로구 종로33길 14,02-762-7707,동태탕,대학로 동태탕
1585149973,Route 7 (종로구 밀집),Tier 1 (High),8. 한식 (해물 찌개・탕 전문점),"토담골매운탕,해물탕",서울 종로구 종로35길 30-10,02-742-0067,동태탕,대학로 동태탕
20148711,Route 7 (종로구 밀집),Tier 2 (Medium),7. 한식 (일반 찌개・탕 전문점),순대실록 대학로본점,서울 종로구 동숭길 113 1층,02-742-5338,국밥,종로구 국밥 배달 맛집
