place_id,category,subcategory,keyword,name,address,phone,hours
1673447918,한식,찌개,성동구 찌개 배달 맛집,양평회관 왕십리본점,서울 성동구 마조로7길 16 본점,0507-1328-7230,영업 중 24:00에 영업 종료 0시 0분에 영업 종료 펼쳐보기
2024193572,한식,찌개,노원구 찌개 배달 맛집,"명인갈비 노원역점육류,고기요리",서울 노원구 노해로81길 12-20 1층,0507-1380-0121,영업 중 다음 날 03:00에 라스트오더 다음 날 3시 0분에 라스트오더 펼쳐보기
718464471,한식,찌개,노원구 찌개 배달 맛집,"김치만선생찌개,전골",서울 노원구 공릉로51길 4,02-948-5665,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1392860167,한식,찌개,노원구 찌개 배달 맛집,"이정림수제햄부대찌개 본점찌개,전골",서울 노원구 공릉로 207 세림빌딩 2층 202호,,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
19742340,한식,찌개,노원구 찌개 배달 맛집,"마포생고기육류,고기요리",서울 노원구 동일로190길 39 마포생고기,02-979-6776,24시간 영업 연중무휴 연중무휴 펼쳐보기
1731008372,한식,찌개,노원구 찌개 배달 맛집,"돌판생고기육류,고기요리",서울 노원구 공릉로 181 대상빌딩 1층 107호 돌판생고기,0507-1381-9875,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
18032973,한식,찌개,노원구 찌개 배달 맛집,"청와정육류,고기요리",서울 노원구 동일로 1611 청와정,0507-1334-9501,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
32308201,한식,찌개,강북구 찌개 배달 맛집,"의정부부대찌개찌개,전골",서울 강북구 도봉로6길 12 1층,0507-1375-8068,영업 종료 09:00에 영업 시작 9시 0분에 영업 시작 펼쳐보기
1362664138,한식,찌개,강북구 찌개 배달 맛집,명인갈비 미아점,서울 강북구 솔샘로 327 테마빌딩 1층 101호 명인갈비 미아점,0507-1333-9299,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1858327588,한식,찌개,강북구 찌개 배달 맛집,금돈돈갈비 수유점,서울 강북구 덕릉로 108 1층(매장 정면으로 오셔야 주차장 진입 가능합니다.),02-946-1818,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
17916854,한식,찌개,강북구 찌개 배달 맛집,수유 섬진강민물장어 본점,서울 강북구 한천로 1151,02-993-9545,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1540522631,한식,찌개,강북구 찌개 배달 맛집,깃든,서울 강북구 월계로7나길 46-5 1층 깃든,02-987-1025,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1192007274,한식,찌개,강북구 찌개 배달 맛집,무안왕족발 수유재래시장 본점,서울 강북구 도봉로71길 16 무안왕족발 수유재래시장 본점,,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1223372821,한식,찌개,성북구 찌개 배달 맛집,석호갈비 신설동본점,서울 성북구 보문로 42 1층,0507-1335-8765,영업 종료 12:00에 영업 시작 12시 0분에 영업 시작 펼쳐보기
36516720,한식,찌개,성북구 찌개 배달 맛집,김통,서울 성북구 동소문로 124,0507-1316-4007,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1906695568,한식,찌개,성북구 찌개 배달 맛집,꾸이꾸이멱살 성신여대본점,서울 성북구 동소문로22길 25-5 1층,0507-1365-1217,영업 종료 12:00에 영업 시작 12시 0분에 영업 시작 펼쳐보기
35341099,한식,찌개,성북구 찌개 배달 맛집,잭아저씨족발보쌈 성북월곡점,서울 성북구 화랑로5길 42,0507-1396-0564,오늘 휴무 매주 월요일 휴무 매주 월요일 휴무 펼쳐보기
1630126329,한식,찌개,성북구 찌개 배달 맛집,경성고기꾼 성신여대점,서울 성북구 동소문로20길 28-10 1층,0507-1422-0338,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1291011536,한식,찌개,성북구 찌개 배달 맛집,대풍족,서울 성북구 보문로 129 1층 대풍족,0507-1347-3061,영업 중 다음 날 02:30에 라스트오더 다음 날 2시 30분에 라스트오더 펼쳐보기
13067607,한식,찌개,광진구 찌개 배달 맛집,최원석의돼지한판&서해쭈꾸미 건대1호점,서울 광진구 아차산로 199 성빌딩,0507-1340-1272,영업 중 다음 날 00:30에 라스트오더 다음 날 0시 30분에 라스트오더 펼쳐보기
1131731525,한식,찌개,광진구 찌개 배달 맛집,상구네솥뚜껑삼겹살 자양본점,서울 광진구 뚝섬로 673 1층,0507-1330-3982,영업 중 다음 날 01:00에 라스트오더 다음 날 1시 0분에 라스트오더 펼쳐보기
20455631,한식,찌개,광진구 찌개 배달 맛집,최원석의돼지한판&화식한우 구의점,서울 광진구 아차산로 478,0507-1363-4544,영업 중 다음 날 00:00에 라스트오더 다음 날 0시 0분에 라스트오더 펼쳐보기
1434254725,한식,찌개,광진구 찌개 배달 맛집,서울편백찜 광장점,서울 광진구 광장로 83,0507-1332-2096,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
38010179,한식,찌개,광진구 찌개 배달 맛집,맛찌네,서울 광진구 동일로22길 26 태영빌딩 1층,0507-1410-3348,영업 중 23:00에 라스트오더 23시 0분에 라스트오더 펼쳐보기
1423177580,한식,찌개,광진구 찌개 배달 맛집,금쪽삼겹 건대점돼지고기구이,서울 광진구 능동로16길 57 1층 금쪽삼겹,02-6958-5792,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
20601227,한식,찌개,동대문구 찌개 배달 맛집,신가네 왕코 등갈비돼지고기구이,서울 동대문구 한천로 202,02-2245-4988,영업 중 다음 날 01:00에 영업 종료 다음 날 1시 0분에 영업 종료 펼쳐보기
1101197134,한식,찌개,동대문구 찌개 배달 맛집,소문난의정부부대찌개 고대점,서울 동대문구 안암로22길 5 소문난의정부부대찌개 고대점,0507-1391-3347,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1079376649,한식,찌개,동대문구 찌개 배달 맛집,"김뚜껑부대찌개 본점찌개,전골",서울 동대문구 천호대로85길 28 1층,02-6339-4699,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1770334939,한식,찌개,동대문구 찌개 배달 맛집,거복이식당 회기 본점,서울 동대문구 경희대로3길 6,0507-1373-1559,영업 종료 11:40에 영업 시작 11시 40분에 영업 시작 펼쳐보기
