place_id,category,subcategory,keyword,name,address,phone,hours
11869750,한식,비빔밥,영등포구 비빔밥 배달 맛집,새싹비빔밥전문점비빔밥,서울 영등포구 국회대로72길 17 KCC파크타운,02-784-7002,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기 휴무일 05/24 부처님 오신 날 안내
1333686279,한식,비빔밥,마포구 비빔밥 배달 맛집,고향 엄마손 생바지락 칼국수 마포공덕점,서울 마포구 마포대로8길 29 1층 엄마손칼국수,0507-1423-3858,영업 종료 09:00에 영업 시작 9시 0분에 영업 시작 펼쳐보기
1829693931,한식,비빔밥,마포구 비빔밥 배달 맛집,온복국수 본점종합분식,서울 마포구 양화로 72 1층 125호,0507-1424-2583,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1649311728,한식,비빔밥,마포구 비빔밥 배달 맛집,한상,서울 마포구 동교로25길 26 1층 한상,0507-1331-6246,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
2061040275,한식,비빔밥,마포구 비빔밥 배달 맛집,새참당 상암DMC본점한식,"서울 마포구 월드컵북로 396 누리꿈스퀘어 1층 110호, 111호",02-6954-1566,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1446545627,한식,비빔밥,강서구 비빔밥 배달 맛집,달인대보칼국수 본점,,,
1280175537,한식,비빔밥,강서구 비빔밥 배달 맛집,할머니가차려주는밥상 마곡발산점,,,
1928810930,한식,비빔밥,강서구 비빔밥 배달 맛집,함평해장 마곡 발산역본점,서울 강서구 마곡동로 55 1층 103호,0507-1365-7602,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1401274289,한식,비빔밥,강서구 비빔밥 배달 맛집,"달인대보칼국수 NC백화점 강서점칼국수,만두",서울 강서구 강서로56길 17 B1층,02-2667-9884,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
2011455495,한식,비빔밥,강서구 비빔밥 배달 맛집,양은이네 발산역점,서울 강서구 강서로 360 1층 110~112호,0507-1402-9013,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1203329288,한식,비빔밥,강서구 비빔밥 배달 맛집,오복수산나루 케이스퀘어 마곡점,서울 강서구 마곡중앙로 105-7 케이스퀘어마곡 타워 지하2층 B208호 1동 지하2층,0507-1399-8570,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1210316810,한식,비빔밥,양천구 비빔밥 배달 맛집,부빔,서울 양천구 오목로50길 23 문창오피스텔 104호 부빔,0507-1339-6829,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
2059699094,한식,비빔밥,양천구 비빔밥 배달 맛집,"달인대보칼국수 신월IC점칼국수,만두",서울 양천구 남부순환로 399 진성빌딩 1층 102호,070-4814-0902,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1776208918,한식,비빔밥,양천구 비빔밥 배달 맛집,고향 엄마손 생바지락 칼국수 서울목동점,서울 양천구 은행정로4길 25 1층 105호 엄마손칼국수,0507-1329-8276,영업 종료 09:00에 영업 시작 9시 0분에 영업 시작 펼쳐보기
1155073556,한식,비빔밥,양천구 비빔밥 배달 맛집,달오리주물럭,서울 양천구 목동중앙서로1길 11 1층,0507-1306-6638,변경 안내🕛 2026.04.17. 더보기 주소 서울 양천구 목동중앙서로1길 11 1층 5목동역 3번 출구에서 782m 미터 찾아가는길 목동사거리 엉털네숯불꼼장어 본점 뒤 건물 1층 영업시간 영업 종료 16:00에 영업 시작 16시 0분에 영업 시작 펼쳐보기
1114324209,한식,비빔밥,양천구 비빔밥 배달 맛집,황태보감&왕코다리한식,서울 양천구 신월로 354 세원빌딩1층,02-2061-2062,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1083134695,한식,비빔밥,양천구 비빔밥 배달 맛집,우곳간 목동본점,,,
1407456940,한식,비빔밥,종로구 비빔밥 배달 맛집,꽃밥에피다 북촌 친환경 그로서란트,,,
2000807877,한식,비빔밥,종로구 비빔밥 배달 맛집,우슴 광화문 직영점,,,
1565418609,한식,비빔밥,종로구 비빔밥 배달 맛집,강문순두부 종각본점,서울 종로구 종로5길 7 타워8 1층 102-1호,0507-1365-7490,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1791259060,한식,비빔밥,종로구 비빔밥 배달 맛집,오이지 대학로한식,서울 종로구 대학로9길 33,0507-1355-9977,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1172369858,한식,비빔밥,중구 비빔밥 배달 맛집,또먹소&조선명가,,,
1945703235,한식,비빔밥,중구 비빔밥 배달 맛집,교반 오류점,,042-712-5053,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1794430167,한식,비빔밥,중구 비빔밥 배달 맛집,돈까스상점돈가스,,042-528-0037,오늘 휴무 매주 화요일 휴무 매주 화요일 휴무 펼쳐보기
16071315,한식,비빔밥,중구 비빔밥 배달 맛집,김밥천국,,042-222-6151,영업 종료 07:00에 영업 시작 7시 0분에 영업 시작 펼쳐보기
1697426871,한식,비빔밥,용산구 비빔밥 배달 맛집,백년손님,서울 용산구 독서당로 23 1층,02-797-8508,영업 종료 09:30에 영업 시작 9시 30분에 영업 시작 펼쳐보기
34882972,한식,비빔밥,용산구 비빔밥 배달 맛집,오통영 이촌점한식,서울 용산구 이촌로 300 렉스상가 12-2,0507-1315-2377,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1078793230,한식,비빔밥,용산구 비빔밥 배달 맛집,산해장 이태원점,서울 용산구 이태원로 138 1층,,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1443792430,한식,비빔밥,성동구 비빔밥 배달 맛집,원기옥 성수낙낙점,서울 성동구 아차산로17길 48 SKV1 1층 109호 원기옥 성수낙낙점,0507-1391-3000,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
34787360,한식,비빔밥,성동구 비빔밥 배달 맛집,서울맛집,서울 성동구 성덕정15길 6-9 1층,0507-1332-2533,영업 종료 11:30에 영업 시작 11시 30분에 영업 시작 펼쳐보기
1907146760,한식,비빔밥,성동구 비빔밥 배달 맛집,풍조미역 성수본점,서울 성동구 성수일로8길 60 1층,02-466-6665,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
1703703493,한식,비빔밥,성동구 비빔밥 배달 맛집,한우타운 숯불구이 정육식당,"서울 성동구 마장로37길 59 1층, 2층",,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
12038685,한식,비빔밥,성동구 비빔밥 배달 맛집,수제비먹는닭갈비한식,서울 성동구 왕십리로21길 14 1층,02-2297-8522,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1413539412,한식,비빔밥,성동구 비빔밥 배달 맛집,봉밀가 행당점,서울 성동구 고산자로 164 한신상가 하나은행 건물 지하1층 5호,0507-1362-1034,영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기
2040051147,한식,비빔밥,노원구 비빔밥 배달 맛집,식당오소록한식,서울 노원구 공릉로41길 30 3층,0507-1473-3277,"영업 종료 11:00에 영업 시작 11시 0분에 영업 시작 펼쳐보기 휴무일 05/14, 05/29-06/15 안내"
2019986401,한식,비빔밥,노원구 비빔밥 배달 맛집,삼구랭면 공릉도깨비시장점냉면,서울 노원구 동일로178길 19-38 102호,0507-1317-3942,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기
1735393086,한식,비빔밥,노원구 비빔밥 배달 맛집,이찌마김치한식,서울 노원구 광운로 5 2층 이찌마김치,0507-1406-2925,영업 종료 10:00에 영업 시작 10시 0분에 영업 시작 펼쳐보기 휴무일 05/24-05/25 안내
1548876957,한식,비빔밥,노원구 비빔밥 배달 맛집,육연가 공릉직영점,서울 노원구 동일로 1006 1층,0507-1330-6843,영업 중 다음 날 00:30에 라스트오더 다음 날 0시 30분에 라스트오더 펼쳐보기
1806761451,한식,비빔밥,노원구 비빔밥 배달 맛집,현덕리,서울 노원구 상계로1길 38-11 105호,0507-1410-7077,영업 중 다음 날 00:30에 라스트오더 다음 날 0시 30분에 라스트오더 펼쳐보기
